Maker,Model,Min new price,Max new price,Age,km_driven,seller_type,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
MARUTI,EECO 7,447000.0,492000.0,11.0,7000.0,Individual,First Owner,Petrol,Manual,15.37,1196.0,73.0,7.0,229999.99999999997
MARUTI,ALTO LX,,,13.0,110000.0,Individual,First Owner,Petrol,Manual,19.7,796.0,46.3,5.0,85000.0
HONDA,CITY 1.5,1226000.0,1629000.0,5.0,55555.0,Dealer,First Owner,Petrol,Manual,17.0,1497.0,118.0,5.0,590000.0
HYUNDAI,GRAND I10,,,3.0,48000.0,Dealer,First Owner,Diesel,Manual,24.0,1186.0,73.97,5.0,625000.0
MARUTI,ALTO 800,338000.0,457000.0,2.0,15000.0,Individual,First Owner,Petrol,Manual,24.7,796.0,47.3,5.0,310000.0
MARUTI,ALTO LX,,,11.0,29000.0,Individual,First Owner,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
HYUNDAI,XCENT 1.2,,,7.0,25000.0,Individual,First Owner,Petrol,Automatic,16.9,1197.0,81.86,5.0,450000.0
HYUNDAI,GRAND I10,,,6.0,42715.0,Dealer,First Owner,Petrol,Manual,18.9,1197.0,82.0,5.0,409999.99999999994
MERCEDES-BENZ,CLA URBAN,,,4.0,50000.0,Dealer,First Owner,Petrol,Automatic,15.04,1991.0,184.0,5.0,2000000.0
MARUTI,CIAZ S,,,4.0,67238.0,Dealer,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,675000.0
HYUNDAI,I20 2015-2017,944000.0,1295000.0,5.0,100000.0,Individual,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,550000.0
MAHINDRA,KUV 100,668000.0,848000.0,4.0,35000.0,Individual,First Owner,Petrol,Manual,18.15,1198.0,82.0,6.0,450000.0
FORD,ECOSPORT 1.5,992000.0,1328000.0,7.0,65238.0,Dealer,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,600000.0
MARUTI,CIAZ AT,,,5.0,37000.0,Dealer,First Owner,Petrol,Automatic,19.12,1373.0,91.1,5.0,550000.0
MARUTI,ZEN ESTILO,,,12.0,20000.0,Individual,First Owner,Petrol,Manual,19.0,998.0,67.1,5.0,165000.0
HONDA,BRIO 1.2,,,6.0,48000.0,Dealer,First Owner,Petrol,Manual,18.5,1198.0,86.8,5.0,300000.0
HYUNDAI,I20 SPORTZ,926000.0,1244000.0,6.0,25000.0,Dealer,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,525000.0
RENAULT,KWID RXT,357000.0,606000.0,4.0,17000.0,Dealer,First Owner,Petrol,Manual,25.17,799.0,53.3,5.0,300000.0
FORD,FIGO DIESEL,892000.0,943000.0,9.0,115000.0,Dealer,First Owner,Diesel,Manual,20.0,1399.0,68.0,5.0,350000.0
MARUTI,SWIFT DZIRE,,,5.0,35000.0,Individual,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,600000.0
TOYOTA,COROLLA ALTIS,,,5.0,45000.0,Dealer,First Owner,Diesel,Manual,21.43,1364.0,86.79,5.0,850000.0
MAHINDRA,SCORPIO S11,1486000.0,1909000.0,3.0,6345.0,Dealer,First Owner,Diesel,Manual,16.36,2179.0,140.0,7.0,1425000.0
HYUNDAI,I20 MAGNA,757000.0,1256000.0,6.0,60000.0,Individual,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,500000.0
HYUNDAI,I20 1.2,785000.0,1358000.0,9.0,74357.0,Dealer,First Owner,Petrol,Manual,17.0,1197.0,80.0,5.0,470000.0
NISSAN,MICRA DIESEL,,,8.0,80000.0,Individual,First Owner,Diesel,Manual,23.08,1461.0,63.1,5.0,225000.0
HYUNDAI,I20 ACTIVE,,,3.0,25000.0,Individual,First Owner,Petrol,Manual,17.19,1197.0,81.86,5.0,600000.0
RENAULT,SCALA RXL,,,7.0,37865.0,Dealer,First Owner,Petrol,Manual,16.95,1498.0,97.6,5.0,299000.0
MAHINDRA,KUV 100,,,5.0,65000.0,Dealer,First Owner,Diesel,Manual,25.32,1198.0,77.0,6.0,345000.0
MARUTI,SWIFT DDIS,,,4.0,100000.0,Individual,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,580000.0
VOLKSWAGEN,POLO PETROL,658000.0,1072000.0,8.0,23000.0,Dealer,First Owner,Petrol,Manual,16.47,1198.0,73.9,5.0,350000.0
NISSAN,TERRANO XV,,,8.0,165000.0,Dealer,First Owner,Diesel,Manual,19.01,1461.0,108.5,5.0,484999.99999999994
TATA,NEXON 1.5,953999.9999999999,1474000.0,3.0,47000.0,Individual,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,680000.0
HYUNDAI,VERNA 1.4,,,5.0,27000.0,Dealer,First Owner,Petrol,Manual,17.43,1396.0,105.5,5.0,550000.0
FORD,ECOSPORT 2015-2021,1028999.9999999999,1413000.0,3.0,18000.0,Dealer,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,1050000.0
TATA,NEXON 1.2,802999.9999999999,1322000.0,1.0,5000.0,Individual,First Owner,Petrol,Manual,17.0,1198.0,108.5,5.0,750000.0
FORD,ECOSPORT 1.5,992000.0,1328000.0,7.0,54000.0,Dealer,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,520000.0
MARUTI,RITZ VDI,,,11.0,40000.0,Individual,First Owner,Diesel,Manual,21.1,1248.0,73.9,5.0,240000.0
RENAULT,DUSTER 85PS,,,4.0,51430.0,Dealer,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,625000.0
HYUNDAI,EON ERA,,,6.0,79655.0,Dealer,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,260000.0
HONDA,WR-V I-VTEC,,,4.0,36000.0,Dealer,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,625000.0
HYUNDAI,I20 MAGNA,778000.0,1302000.0,5.0,60000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,515000.00000000006
HYUNDAI,I10 MAGNA,676000.0,710000.0,9.0,35000.0,Dealer,First Owner,Petrol,Manual,20.36,1197.0,78.9,5.0,245000.00000000003
HONDA,CITY I-VTEC,1226000.0,1629000.0,2.0,9000.0,Dealer,First Owner,Petrol,Automatic,18.0,1497.0,117.6,5.0,1150000.0
LAND,ROVER DISCOVERY,7200000.0,7464000.0,4.0,60000.0,Individual,First Owner,Diesel,Automatic,12.83,2179.0,147.5,7.0,3800000.0
HYUNDAI,GRAND I10,,,1.0,3800.0,Individual,First Owner,Petrol,Manual,20.7,1197.0,81.86,5.0,600000.0
MARUTI,WAGON R,615000.0,622000.0,4.0,40000.0,Individual,First Owner,CNG,Manual,26.6,998.0,58.16,5.0,330000.0
RENAULT,KWID CLIMBER,381000.0,620000.0,4.0,20914.0,Dealer,First Owner,Petrol,Manual,23.01,999.0,67.0,5.0,340000.0
MARUTI,WAGON R,546000.0,723000.0,3.0,45455.0,Dealer,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,425000.0
HONDA,AMAZE S,706000.0,998000.0,3.0,70000.0,Individual,First Owner,Petrol,Automatic,18.1,1199.0,88.7,5.0,620000.0
MARUTI,IGNIS 1.2,557000.0,827000.0,3.0,20000.0,Individual,First Owner,Petrol,Manual,20.89,1197.0,81.8,5.0,570000.0
MARUTI,ALTO LXI,,,14.0,46000.0,Individual,First Owner,Petrol,Manual,19.7,796.0,46.3,5.0,110000.00000000001
HONDA,CITY V,1226000.0,1629000.0,8.0,15000.0,Individual,First Owner,Petrol,Manual,16.8,1497.0,116.3,5.0,470000.0
VOLKSWAGEN,AMEO 1.5,,,4.0,47700.0,Individual,First Owner,Diesel,Manual,21.66,1498.0,108.62,5.0,550000.0
HYUNDAI,I20 ACTIVE,,,5.0,20000.0,Dealer,First Owner,Petrol,Manual,17.19,1197.0,81.86,5.0,540000.0
MERCEDES-BENZ,GLA CLASS,,,5.0,6000.0,Dealer,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,2500000.0
HYUNDAI,VENUE SX,935000.0,1339000.0,2.0,28600.0,Individual,First Owner,Diesel,Manual,23.7,1396.0,88.7,5.0,1050000.0
MARUTI,WAGON R,526000.0,701000.0,6.0,90000.0,Individual,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,300000.0
TOYOTA,INNOVA CRYSTA,1932999.9999999998,2813000.0,2.0,25000.0,Individual,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,1950000.0
MARUTI,CIAZ ALPHA,951000.0,1307000.0,2.0,30000.0,Individual,First Owner,Petrol,Automatic,20.28,1462.0,103.25,5.0,960000.0
MARUTI,WAGON R,526000.0,701000.0,6.0,90000.0,Individual,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,400000.0
MARUTI,SWIFT DZIRE,,,2.0,15000.0,Individual,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,757000.0
HYUNDAI,I10 SPORTZ,,,5.0,30000.0,Individual,First Owner,Petrol,Manual,19.81,1086.0,68.05,5.0,325000.0
HONDA,CITY I,1391000.0,1651000.0000000002,6.0,45000.0,Dealer,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,575000.0
NISSAN,MICRA XV,,,7.0,40000.0,Individual,First Owner,Petrol,Automatic,19.34,1198.0,76.0,5.0,330000.0
TATA,TIAGO 1.2,553000.0,775000.0,4.0,50000.0,Individual,First Owner,Petrol,Manual,23.84,1199.0,84.0,5.0,400000.0
HYUNDAI,SANTRO XING,,,11.0,25000.0,Individual,First Owner,Petrol,Manual,0.0,1086.0,62.0,5.0,150000.0
MARUTI,A STAR,,,11.0,35000.0,Individual,First Owner,Petrol,Manual,19.0,998.0,66.1,5.0,200000.0
DATSUN,REDIGO T,,,5.0,13000.0,Dealer,First Owner,Petrol,Manual,22.7,799.0,53.64,5.0,285000.0
HYUNDAI,EON MAGNA,,,7.0,13000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,235000.0
FIAT,GRANDE PUNTO,,,6.0,45400.0,Individual,First Owner,Diesel,Manual,21.2,1248.0,75.0,5.0,500000.0
VOLKSWAGEN,POLO 1.2,,,6.0,40346.0,Dealer,First Owner,Petrol,Manual,16.47,1198.0,74.0,5.0,400000.0
SKODA,SUPERB ELEGANCE,3565999.9999999995,3897999.9999999995,6.0,40000.0,Dealer,First Owner,Petrol,Manual,13.1,1798.0,157.75,5.0,894999.9999999999
HYUNDAI,XCENT 1.2,,,2.0,25000.0,Individual,First Owner,Petrol,Manual,20.14,1197.0,81.86,5.0,530000.0
FORD,ECOSPORT 2015-2021,902999.9999999999,1290000.0,2.0,18500.0,Individual,First Owner,Petrol,Manual,17.0,1497.0,121.31,5.0,950000.0
MARUTI,CIAZ VXI,935000.0,1262000.0,5.0,18000.0,Dealer,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,525000.0
MARUTI,SWIFT VXI,613000.0,891000.0,10.0,70000.0,Individual,First Owner,Petrol,Manual,16.1,1197.0,85.0,5.0,240000.0
HYUNDAI,I20 SPORTZ,790000.0,1303000.0,5.0,62000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,500000.0
MAHINDRA,BOLERO 2011-2019,885000.0,1034000.0,9.0,200000.0,Individual,First Owner,Diesel,Manual,13.6,2523.0,63.0,8.0,400000.0
TATA,INDICA ELX,,,9.0,44000.0,Dealer,First Owner,Diesel,Manual,25.0,1396.0,69.0,5.0,149000.0
HYUNDAI,GRAND I10,676000.0,710000.0,4.0,18000.0,Individual,First Owner,Petrol,Manual,18.9,1197.0,81.86,5.0,459999.99999999994
MARUTI,WAGON R,,,5.0,63554.0,Dealer,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,350000.0
MARUTI,S-CROSS 2017-2020,,,4.0,32000.0,Dealer,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,680000.0
HYUNDAI,I10 ERA,684000.0,722000.0,14.0,55756.0,Dealer,First Owner,Petrol,Manual,19.81,1086.0,68.05,5.0,200000.0
TATA,TIAGO XE,,,2.0,21860.0,Dealer,First Owner,Petrol,Manual,23.84,1199.0,84.48,5.0,425000.0
TATA,TIAGO 1.2,544000.0,762000.0,3.0,20000.0,Individual,First Owner,Petrol,Manual,23.84,1199.0,84.0,5.0,440000.00000000006
MARUTI,SWIFT DZIRE,,,3.0,40000.0,Individual,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,740000.0
MERCEDES-BENZ,E-CLASS E250,7348999.999999999,9156000.0,7.0,10000.0,Individual,First Owner,Diesel,Automatic,13.0,2143.0,201.1,5.0,3600000.0
AUDI,Q3 2.0,,,8.0,60000.0,Dealer,First Owner,Diesel,Automatic,17.32,1968.0,184.0,5.0,1550000.0
HYUNDAI,I20 1.2,757000.0,1256000.0,10.0,17728.0,Individual,First Owner,Petrol,Manual,18.5,1197.0,80.0,5.0,215000.0
MARUTI,SWIFT VDI,,,7.0,60000.0,Dealer,First Owner,Diesel,Manual,28.4,1248.0,74.0,5.0,475000.0
FORD,FIGO DIESEL,875000.0,925000.0,10.0,54263.0,Dealer,First Owner,Diesel,Manual,20.0,1399.0,68.0,5.0,225000.0
MAHINDRA,XUV500 W8,,,9.0,130000.0,Dealer,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,850000.0
HYUNDAI,EON D,,,7.0,40000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,204999.99999999997
HYUNDAI,SANTRO XING,,,13.0,89346.0,Individual,First Owner,Petrol,Manual,17.92,1086.0,63.0,5.0,100000.0
FORD,FIESTA TITANIUM,,,8.0,110000.0,Individual,First Owner,Diesel,Manual,23.5,1498.0,90.0,5.0,413999.99999999994
MARUTI,VITARA BREZZA,,,2.0,40000.0,Individual,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,900000.0
MARUTI,SWIFT VDI,,,5.0,110000.0,Individual,First Owner,Diesel,Manual,25.2,1248.0,74.0,5.0,500000.0
HONDA,MOBILIO V,,,6.0,120000.0,Individual,First Owner,Petrol,Manual,17.3,1497.0,117.3,7.0,760000.0
TATA,NEXON 1.2,790000.0,1277000.0,3.0,4200.0,Individual,First Owner,Petrol,Manual,17.0,1198.0,108.5,5.0,755000.0
TATA,SUMO LX,,,15.0,214000.0,Individual,First Owner,Diesel,Manual,12.2,1948.0,68.0,10.0,140000.0
MARUTI,ALTO K10,,,6.0,40000.0,Dealer,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,325000.0
MARUTI,WAGON R,517000.0,689000.0,3.0,30000.0,Individual,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,425000.0
TATA,SAFARI STORME,,,4.0,50000.0,Individual,First Owner,Diesel,Manual,14.1,2179.0,147.94,7.0,890000.0
TATA,SAFARI 2005-2017,,,14.0,80000.0,Individual,First Owner,Petrol,Manual,12.0,2092.0,127.0,7.0,70000.0
HYUNDAI,I20 MAGNA,757000.0,1256000.0,8.0,36000.0,Dealer,First Owner,Petrol,Manual,18.5,1197.0,82.9,5.0,324000.0
MARUTI,ALTO LXI,,,10.0,29000.0,Dealer,First Owner,Petrol,Manual,19.7,796.0,46.3,5.0,180000.0
MARUTI,SWIFT VVT,,,4.0,90000.0,Individual,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,450000.0
MAHINDRA,VERITO VIBE,,,8.0,80000.0,Individual,First Owner,Diesel,Manual,20.8,1461.0,64.1,5.0,275000.0
MARUTI,SWIFT DZIRE,,,3.0,18000.0,Dealer,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,650000.0
TATA,INDIGO CR4,,,10.0,78200.0,Individual,First Owner,Diesel,Manual,23.57,1396.0,70.0,5.0,200000.0
TOYOTA,INNOVA 2.5,,,10.0,146781.0,Dealer,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,610000.0
HYUNDAI,ELANTRA 2.0,2000000.0,2234000.0,3.0,32000.0,Dealer,First Owner,Petrol,Automatic,14.62,1999.0,149.92,5.0,1199000.0
MARUTI,ALTO 800,335000.0,449000.0,3.0,20000.0,Individual,First Owner,Petrol,Manual,24.7,796.0,47.3,5.0,322000.0
MARUTI,VITARA BREZZA,,,3.0,64000.0,Individual,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,790000.0
MAHINDRA,KUV 100,667000.0,847000.0000000001,5.0,36000.0,Individual,First Owner,Petrol,Manual,18.15,1198.0,82.0,5.0,400000.0
MARUTI,SWIFT ZXI,613000.0,891000.0,3.0,30000.0,Individual,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,550000.0
MARUTI,BALENO ALPHA,670000.0,1027000.0,3.0,25000.0,Individual,First Owner,Petrol,Manual,21.4,1197.0,83.1,5.0,700000.0
MAHINDRA,XUV300 W8,924000.0,1306000.0,2.0,11840.0,Individual,First Owner,Petrol,Manual,17.0,1197.0,110.0,5.0,1190000.0
MARUTI,SX4 S,,,3.0,31123.0,Dealer,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,900000.0
HYUNDAI,XCENT 1.2,,,7.0,37145.0,Dealer,First Owner,Petrol,Manual,19.1,1197.0,82.0,5.0,369000.0
HONDA,WR-V I-VTEC,961000.0,1101000.0,1.0,5000.0,Individual,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,925000.0
MERCEDES-BENZ,CLS 350,,,7.0,8000.0,Dealer,First Owner,Petrol,Automatic,9.26,3498.0,306.0,4.0,4200000.0
MARUTI,ALTO K10,,,8.0,38600.0,Dealer,First Owner,Petrol,Manual,20.92,998.0,67.1,5.0,229000.0
NISSAN,TERRANO GROOVE,,,6.0,50000.0,Individual,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,550000.0
TATA,INDICA VISTA,,,8.0,82000.0,Individual,First Owner,Diesel,Manual,19.4,1405.0,70.0,5.0,140000.0
HYUNDAI,CRETA 1.6,1166000.0,2057000.0,5.0,20234.0,Trustmark Dealer,First Owner,Petrol,Manual,15.8,1591.0,121.3,5.0,925000.0
MAHINDRA,SCORPIO 1.99,1486000.0,1929000.0,6.0,80000.0,Individual,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,900000.0
TATA,INDIGO ELX,,,9.0,50000.0,Individual,First Owner,Diesel,Manual,23.03,1396.0,69.0,5.0,245000.00000000003
HYUNDAI,CRETA 1.6,,,6.0,85000.0,Individual,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,860000.0
MARUTI,WAGON R,526000.0,701000.0,11.0,20000.0,Individual,First Owner,Petrol,Manual,18.9,998.0,67.1,5.0,350000.0
MARUTI,SWIFT DZIRE,,,6.0,100000.0,Individual,First Owner,Diesel,Manual,26.59,1248.0,74.0,5.0,500000.0
FORD,ECOSPORT 1.5,1008000.0,1352000.0,6.0,720000.0,Dealer,First Owner,Diesel,Manual,22.7,1498.0,89.84,5.0,675000.0
HYUNDAI,EON SPORTZ,,,4.0,5000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,335000.0
MAHINDRA,SUPRO LX,,,2.0,70000.0,Individual,First Owner,Diesel,Manual,23.5,909.0,45.0,8.0,480000.0
MARUTI,SWIFT DZIRE,663000.0,986999.9999999999,6.0,26000.0,Individual,First Owner,Petrol,Manual,20.85,1197.0,83.14,5.0,475000.0
MAHINDRA,SCORPIO S2,1457000.0,1888000.0,6.0,40000.0,Individual,First Owner,Diesel,Manual,15.4,2523.0,75.0,9.0,800000.0
RENAULT,KWID CLIMBER,396000.0,647000.0,2.0,30000.0,Individual,First Owner,Petrol,Manual,23.01,999.0,67.0,5.0,350000.0
FIAT,LINEA T,,,10.0,40000.0,Individual,First Owner,Petrol,Manual,14.6,1368.0,112.0,5.0,350000.0
HONDA,CITY I,1283000.0,1698000.0,7.0,30000.0,Individual,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,625000.0
HONDA,CIVIC 1.8,2082999.9999999998,2462000.0,10.0,180000.0,Individual,First Owner,Petrol,Manual,14.8,1799.0,130.2,5.0,350000.0
HYUNDAI,I10 SPORTZ,,,9.0,31000.0,Individual,First Owner,Petrol,Manual,19.81,1086.0,68.05,5.0,252000.0
MAHINDRA,XYLO E8,,,9.0,50000.0,Individual,First Owner,Diesel,Manual,12.2,2498.0,112.0,8.0,750000.0
HONDA,CITY I,1443000.0,1712000.0,6.0,80000.0,Individual,First Owner,Diesel,Manual,25.1,1498.0,98.6,5.0,600000.0
BMW,3 SERIES,5148000.0,5806000.0,2.0,2000.0,Dealer,First Owner,Diesel,Automatic,19.59,1995.0,184.0,5.0,4300000.0
MARUTI,CELERIO X,575000.0,666000.0,3.0,15000.0,Individual,First Owner,Petrol,Manual,21.63,998.0,67.0,5.0,400000.0
NISSAN,TERRANO XL,,,7.0,97643.0,Dealer,First Owner,Diesel,Manual,19.01,1461.0,108.5,5.0,725000.0
MARUTI,ALTO K10,,,7.0,37604.0,Dealer,First Owner,Petrol,Manual,20.92,998.0,67.1,5.0,300000.0
MARUTI,EECO 7,451000.0,500000.0,7.0,50000.0,Individual,First Owner,Petrol,Manual,15.37,1196.0,73.0,7.0,250000.0
HYUNDAI,VERNA 1.6,1199000.0,1689000.0,8.0,42000.0,Dealer,First Owner,Diesel,Manual,22.32,1582.0,126.32,5.0,415000.00000000006
MAHINDRA,SCORPIO VLX,1457000.0,1888000.0,8.0,130000.0,Individual,First Owner,Diesel,Manual,12.05,2179.0,120.0,8.0,550000.0
HYUNDAI,I20 ASTA,,,4.0,35000.0,Dealer,First Owner,Petrol,Manual,18.5,1197.0,82.85,5.0,545000.0
TOYOTA,INNOVA CRYSTA,1866000.0,2716000.0,2.0,15000.0,Individual,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,1570000.0
HONDA,CITY I,1391000.0,1651000.0000000002,6.0,48000.0,Dealer,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,650000.0
MERCEDES-BENZ,E-CLASS E350,7345999.999999999,8774000.0,9.0,140000.0,Dealer,First Owner,Diesel,Automatic,13.0,2987.0,265.0,5.0,2550000.0
MAHINDRA,BOLERO 2011-2019,882000.0,1032000.0,9.0,100000.0,Individual,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,360000.0
MERCEDES-BENZ,E-CLASS E250,7827000.0,9740000.0,4.0,52000.0,Dealer,First Owner,Diesel,Automatic,13.0,2143.0,204.0,5.0,2950000.0
MARUTI,EECO 7,451000.0,500000.0,5.0,50000.0,Individual,First Owner,Petrol,Manual,15.37,1196.0,73.0,7.0,350000.0
BMW,3 SERIES,,,7.0,90000.0,Dealer,First Owner,Diesel,Automatic,21.76,1995.0,188.0,5.0,2025000.0
FORD,ECOSPORT 2015-2021,963000.0000000001,1279000.0,3.0,5972.0,Dealer,First Owner,Diesel,Manual,21.7,1498.0,98.96,5.0,975000.0
HONDA,CITY I,1283000.0,1698000.0,6.0,51000.0,Dealer,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,550000.0
MAHINDRA,BOLERO 2011-2019,909000.0,1054000.0,6.0,170000.0,Individual,First Owner,Diesel,Manual,15.96,2523.0,62.1,7.0,520000.0
MITSUBISHI,PAJERO SPORT,,,6.0,60060.0,Dealer,First Owner,Diesel,Automatic,13.5,2477.0,175.56,7.0,1475000.0
HYUNDAI,I20 ASTA,785000.0,1358000.0,4.0,12000.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,775000.0
MARUTI,ALTO 800,338000.0,457000.0,7.0,50000.0,Individual,First Owner,Petrol,Manual,22.74,796.0,47.3,5.0,210000.0
MAHINDRA,BOLERO 2011-2019,877000.0,1026000.0,5.0,120000.0,Individual,First Owner,Diesel,Manual,15.96,2523.0,63.0,9.0,520000.0
RENAULT,DUSTER 85PS,,,8.0,80000.0,Individual,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,380000.0
HONDA,CITY I,,,7.0,110000.0,Individual,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,600000.0
RENAULT,DUSTER 85PS,,,6.0,63000.0,Dealer,First Owner,Diesel,Manual,20.45,1461.0,83.8,5.0,550000.0
TOYOTA,INNOVA CRYSTA,1932999.9999999998,2862000.0,4.0,71000.0,Individual,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,1575000.0
CHEVROLET,SAIL 1.2,,,6.0,15000.0,Individual,First Owner,Petrol,Manual,18.2,1199.0,82.4,5.0,380000.0
AUDI,Q7 2006-2020,8059999.999999999,,6.0,70000.0,Dealer,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,2900000.0
HYUNDAI,CRETA 1.6,1190000.0,2010000.0000000002,3.0,82000.0,Dealer,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,1135000.0
MAHINDRA,TUV 300,,,3.0,10000.0,Individual,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,750000.0
MARUTI,SWIFT DZIRE,,,9.0,47000.0,Dealer,First Owner,Diesel,Manual,23.4,1248.0,74.0,5.0,371000.0
TATA,TIAGO 1.2,,,4.0,32455.0,Dealer,First Owner,Petrol,Manual,23.84,1199.0,84.0,5.0,400000.0
HYUNDAI,CRETA 1.6,1190000.0,2010000.0000000002,6.0,72000.0,Dealer,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,950000.0
MARUTI,SWIFT ZXI,650000.0,935000.0,2.0,15000.0,Individual,First Owner,Petrol,Manual,22.0,1197.0,81.8,5.0,710000.0
HONDA,CITY 1.5,1269000.0,1686000.0,19.0,110000.0,Individual,First Owner,Petrol,Manual,13.0,1493.0,100.0,5.0,50000.0
MARUTI,ALTO K10,,,5.0,50000.0,Individual,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,276000.0
TATA,NEXON 1.2,811999.9999999999,1323000.0,4.0,20000.0,Individual,First Owner,Petrol,Manual,17.0,1198.0,108.5,5.0,550000.0
MAHINDRA,BOLERO SLE,882000.0,1032000.0,11.0,85000.0,Individual,First Owner,Diesel,Manual,13.6,2523.0,63.0,7.0,330000.0
MARUTI,WAGON R,536000.0,715000.0,7.0,70000.0,Individual,First Owner,Petrol,Manual,20.51,998.0,67.04,5.0,400000.0
VOLKSWAGEN,POLO 1.2,,,2.0,13000.0,Dealer,First Owner,Petrol,Manual,16.2,1199.0,74.0,5.0,480000.0
HYUNDAI,SANTRO XING,,,13.0,64022.0,Dealer,First Owner,Petrol,Manual,17.92,1086.0,62.1,5.0,180000.0
HYUNDAI,I20 1.4,926000.0,1240000.0,4.0,110000.0,Individual,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,670000.0
HYUNDAI,EON ERA,,,9.0,80000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,150000.0
MARUTI,ALTO K10,,,2.0,30000.0,Individual,First Owner,Petrol,Manual,23.95,998.0,67.05,5.0,363000.0
MARUTI,CIAZ VDI,,,7.0,78000.0,Individual,First Owner,Diesel,Manual,26.21,1248.0,88.5,5.0,625000.0
MAHINDRA,BOLERO PLUS,909000.0,1054000.0,5.0,58800.0,Dealer,First Owner,Diesel,Manual,13.6,2523.0,63.0,7.0,585000.0
HYUNDAI,EON D,,,6.0,40000.0,Individual,First Owner,Petrol,Manual,21.1,814.0,55.2,5.0,210000.0
FORD,FIGO 1.5D,875000.0,925000.0,5.0,70000.0,Individual,First Owner,Diesel,Manual,25.83,1498.0,99.0,5.0,400000.0
HYUNDAI,I20 2015-2017,757000.0,1256000.0,5.0,10487.0,Dealer,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,449000.0
NISSAN,EVALIA XV,,,8.0,55200.0,Dealer,First Owner,Diesel,Manual,19.3,1461.0,84.8,7.0,369000.0
SKODA,RAPID 1.5,,,7.0,349000.0,Dealer,First Owner,Diesel,Manual,21.14,1498.0,103.52,5.0,349000.0
